"Gene","HUVEC_low1","HUVEC_low2","HUVEC_low3","HUVEC_high1","HUVEC_high2","HUVEC_high3","HUVEC_high4","HUAEC_low1","HUAEC_low2","HUAEC_low3","HUAEC_low4","HUAEC_high1","HUAEC_high2","HUAEC_high3","HUAEC_high4"
"ENSG00000173156.8",1,2,7,2,6,4,5,1,0,8,2,0,0,0,0
"ENSG00000173163.12",20,45,37,182,104,278,46,165,238,237,265,207,40,220,162
"ENSG00000173166.19",4,4,5,4,1,12,3,6,12,5,1,3,0,3,0
"ENSG00000173171.15",74,62,24,105,85,121,66,87,131,112,89,94,16,127,90
"ENSG00000173193.16",12,18,11,9,15,17,15,1,34,18,27,17,6,25,15
"ENSG00000173198.6",9,4,22,3,12,4,8,3,1,10,6,1,2,3,2
"ENSG00000173200.13",1,3,6,0,1,0,0,0,2,0,1,2,0,0,0
"ENSG00000173207.14",231,188,84,904,387,1596,240,630,840,854,737,724,209,974,838
"ENSG00000173210.21",68,38,30,39,18,18,29,10,22,36,10,15,10,6,15
"ENSG00000173212.5",73,100,253,82,106,59,52,54,65,36,46,56,11,42,30
"ENSG00000173214.7",4,0,19,0,0,2,0,4,1,1,1,1,0,0,4
"ENSG00000173218.16",16,8,1,16,6,35,4,14,25,12,14,4,1,5,1
"ENSG00000173221.15",16,40,17,147,58,253,22,150,273,237,257,173,56,198,211
"ENSG00000173226.18",0,6,1,1,0,9,0,0,3,0,0,13,0,0,1
"ENSG00000173227.14",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000173230.18",83,52,32,58,53,44,42,42,88,75,53,35,7,40,1
"ENSG00000173250.3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000173258.14",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000173261.9",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000173262.13",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"ENSG00000173264.17",15,11,10,15,35,20,8,15,49,42,19,1,0,25,3
"ENSG00000173267.15",14,8,20,27,31,61,9,65,83,109,97,106,2,82,69
"ENSG00000173269.15",30,30,15,49,28,50,31,35,81,70,60,65,7,58,46
"ENSG00000173272.17",42,37,37,30,32,17,43,25,47,43,20,25,4,22,17
"ENSG00000173273.17",4,6,5,4,8,3,3,1,2,4,1,1,0,0,0
"ENSG00000173275.14",0,0,0,3,1,1,0,4,0,1,1,1,0,0,0
"ENSG00000173276.15",1,5,0,12,0,0,0,1,0,6,1,0,1,0,0
"ENSG00000173281.5",10,14,9,13,10,4,9,16,25,27,16,15,4,1,5
"ENSG00000173285.5",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173327.10",104,115,52,123,124,79,85,72,246,177,166,121,19,137,92
"ENSG00000173334.4",4,1,3,2,1,0,7,4,3,3,5,0,1,0,0
"ENSG00000173349.6",0,0,0,4,4,0,0,4,1,0,0,0,0,1,0
"ENSG00000173402.14",137,48,1,84,95,81,84,102,130,202,104,69,28,72,60
"ENSG00000173409.15",6,9,0,25,17,9,1,7,14,39,17,10,10,13,10
"ENSG00000173418.13",85,181,37,298,182,444,113,356,400,424,547,360,126,390,300
"ENSG00000173421.18",0,0,0,0,0,11,0,0,0,0,1,0,0,0,0
"ENSG00000173442.13",2,0,0,2,0,0,0,0,0,3,0,1,1,1,0
"ENSG00000173456.5",11,9,9,15,9,11,6,7,19,17,13,5,4,9,5
"ENSG00000173457.12",177,125,149,224,228,283,166,213,360,420,282,258,23,251,215
"ENSG00000173465.9",187,192,173,466,367,750,253,566,837,730,790,746,34,616,581
"ENSG00000173467.9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173473.12",16,16,7,10,15,13,18,10,12,14,12,5,4,14,16
"ENSG00000173480.11",4,4,8,21,21,34,9,29,19,17,18,33,2,23,8
"ENSG00000173482.17",12,18,0,35,1,35,0,52,110,76,30,41,0,0,30
"ENSG00000173486.14",179,213,185,906,592,1330,476,928,1244,1159,1179,1488,286,1293,1175
"ENSG00000173511.11",42,33,30,37,63,32,24,31,49,56,63,39,0,65,22
"ENSG00000173517.12",13,27,33,35,33,30,57,34,60,43,24,12,0,22,8
"ENSG00000173530.7",12,4,6,13,10,9,8,11,13,32,17,9,2,11,4
"ENSG00000173531.16",0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"ENSG00000173535.16",19,10,0,6,12,14,9,49,33,54,39,31,1,35,44
"ENSG00000173540.15",105,79,51,76,142,90,87,42,108,142,61,39,0,79,61
"ENSG00000173545.6",3,2,5,7,9,6,1,2,10,12,10,0,2,3,4
"ENSG00000173546.7",0,0,0,0,1,2,0,1,4,0,0,0,0,0,0
"ENSG00000173548.9",1,12,0,8,4,0,0,0,10,16,4,6,4,1,0
"ENSG00000173557.15",0,0,0,0,0,4,0,0,0,0,0,8,0,0,0
"ENSG00000173559.16",2,17,12,34,32,31,2,2,15,59,13,31,1,16,43
"ENSG00000173567.16",0,1,0,1,1,1,0,0,0,5,0,0,0,6,0
"ENSG00000173575.24",103,77,76,96,88,78,59,63,56,80,78,41,7,61,45
"ENSG00000173588.17",0,6,1,0,3,0,0,7,6,1,4,0,0,0,0
"ENSG00000173597.10",8,13,23,19,18,15,10,17,27,33,20,17,4,19,13
"ENSG00000173598.15",456,401,241,365,264,348,314,133,313,373,206,238,35,385,207
"ENSG00000173599.16",1,11,0,0,3,2,8,4,20,1,6,2,0,2,4
"ENSG00000173611.19",10,0,0,11,11,9,3,3,3,14,17,0,0,1,1
"ENSG00000173614.15",5,2,8,8,11,2,2,5,14,5,4,10,0,13,6
"ENSG00000173621.10",6,2,6,1,5,6,2,1,4,8,0,8,0,0,1
"ENSG00000173626.10",0,0,2,5,3,0,0,1,1,0,1,0,0,8,1
"ENSG00000173638.19",27,8,15,13,12,13,15,29,18,63,23,12,4,18,5
"ENSG00000173653.8",23,15,28,59,33,21,1,22,87,8,39,56,0,46,42
"ENSG00000173660.13",1347,1675,1466,6005,3518,8419,2377,6688,9407,9453,8580,8615,1634,8779,6685
"ENSG00000173674.12",61,55,27,107,68,94,37,85,116,129,107,88,15,110,68
"ENSG00000173678.15",0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000173681.17",0,0,0,12,1,1,1,0,0,1,1,0,0,0,0
"ENSG00000173692.15",215,159,64,161,174,180,119,186,270,246,245,168,48,196,137
"ENSG00000173698.18",0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
"ENSG00000173705.9",5,0,0,0,1,0,0,2,2,9,3,3,1,2,2
"ENSG00000173706.15",13,6,8,11,11,7,6,9,6,22,27,12,1,4,9
"ENSG00000173714.8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000173726.12",60,66,55,283,147,447,82,318,417,472,382,363,80,377,327
"ENSG00000173744.19",30,2,5,17,14,15,20,20,26,44,16,13,1,16,10
"ENSG00000173757.12",59,4,1,78,39,20,25,1,53,63,0,26,7,14,8
"ENSG00000173786.17",54,48,16,74,90,48,48,40,97,64,74,73,20,93,47
"ENSG00000173801.18",178,114,99,319,199,360,147,216,278,316,190,337,66,279,169
"ENSG00000173805.16",1,0,0,0,0,0,0,0,0,4,1,0,0,0,0
"ENSG00000173812.12",1608,1897,1316,5169,2724,6853,1910,5498,7313,8046,6823,5952,1365,6547,5374
"ENSG00000173818.18",7,12,12,1,22,3,21,2,29,10,13,3,0,7,17
"ENSG00000173821.20",65,50,56,56,15,16,10,55,69,66,39,59,3,58,60
"ENSG00000173848.20",18,6,22,22,17,11,24,10,21,17,11,7,1,24,14
"ENSG00000173852.17",108,102,18,69,71,48,67,36,132,91,74,42,11,62,49
"ENSG00000173875.14",6,12,19,35,10,43,19,21,22,28,43,37,8,52,32
"ENSG00000173889.17",8,6,3,8,0,16,9,0,10,12,35,1,0,2,5
"ENSG00000173890.18",0,0,0,4,0,0,0,0,0,0,0,10,0,1,0
"ENSG00000173894.11",4,3,1,4,5,0,9,3,4,2,1,0,1,2,2
"ENSG00000173898.17",18,1,1,0,24,4,6,5,5,22,3,3,3,19,1
"ENSG00000173905.10",3,8,2,7,0,11,6,6,9,9,7,6,1,3,2
"ENSG00000173914.13",8,11,0,1,1,11,4,3,11,16,13,12,0,12,1
"ENSG00000173915.17",6520,7239,5843,22454,12552,24745,10152,21556,29643,31214,29657,27828,4486,27330,21179
"ENSG00000173917.11",2,0,4,8,4,3,2,4,3,11,6,9,0,6,3
"ENSG00000173918.15",0,0,0,0,0,0,0,15,0,10,10,1,1,0,1
"ENSG00000173926.7",0,16,1,5,7,9,1,4,5,15,8,9,1,5,6
"ENSG00000173928.5",4,0,1,15,5,20,0,9,17,16,25,6,0,10,9
"ENSG00000173933.22",245,139,77,230,165,390,105,261,348,569,412,323,114,332,244
"ENSG00000173947.14",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000173950.16",7,11,0,14,12,7,2,12,8,9,12,5,0,4,6
"ENSG00000173960.15",11,9,8,26,17,22,8,9,18,34,21,9,3,32,3
"ENSG00000173991.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000173992.10",28,29,32,36,79,22,29,47,56,40,70,38,10,0,35
"ENSG00000174007.10",0,1,0,1,0,2,0,0,0,2,0,0,0,2,0
"ENSG00000174010.10",0,10,0,10,0,0,1,0,1,0,0,0,0,1,0
"ENSG00000174013.8",8,1,6,12,4,12,20,8,10,24,10,6,1,4,4
"ENSG00000174028.6",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174032.18",1,12,9,6,15,1,19,25,16,5,15,1,1,6,10
"ENSG00000174038.13",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000174059.18",34,20,21,63,55,76,80,57,86,99,77,104,10,88,62
"ENSG00000174080.13",0,2,1,41,1,7,1,1,10,23,23,1,0,0,0
"ENSG00000174099.13",132,63,40,126,90,146,71,158,165,192,174,141,37,161,112
"ENSG00000174106.4",8,0,8,2,1,8,16,12,8,12,5,1,0,1,8
"ENSG00000174109.5",6,16,1,11,14,28,10,34,49,56,28,14,6,31,27
"ENSG00000174125.10",2,0,0,5,0,0,6,1,0,1,1,1,0,1,2
"ENSG00000174132.10",18,1,1,0,24,1,6,11,17,21,8,6,0,33,8
"ENSG00000174136.14",4,6,10,0,14,1,6,6,6,20,14,4,0,2,8
"ENSG00000174137.14",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ENSG00000174151.15",0,0,0,0,1,6,1,0,0,15,1,8,0,6,1
"ENSG00000174165.9",4,4,0,2,10,11,3,8,18,22,14,8,0,2,5
"ENSG00000174171.8",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000174173.7",8,7,2,30,24,35,15,38,36,54,38,39,11,34,22
"ENSG00000174175.18",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000174177.14",36,30,12,24,56,8,24,5,36,27,27,12,4,24,23
"ENSG00000174197.20",0,1,11,24,1,10,1,10,14,4,0,15,11,10,13
"ENSG00000174206.14",0,0,0,0,1,1,0,0,2,4,0,1,0,0,0
"ENSG00000174225.15",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000174227.17",50,9,1,6,29,11,3,7,14,93,16,8,2,25,2
"ENSG00000174231.18",115,85,64,60,60,72,68,76,81,123,95,43,8,72,21
"ENSG00000174233.13",6,15,1,21,3,1,2,20,21,12,9,17,0,23,9
"ENSG00000174236.4",2,0,0,0,0,2,0,0,1,0,1,0,0,1,0
"ENSG00000174238.16",8,20,18,19,24,26,21,30,47,26,22,17,1,32,23
"ENSG00000174243.12",100,85,29,73,70,117,47,72,127,167,106,122,5,141,41
"ENSG00000174255.8",0,0,0,1,0,5,0,8,1,1,6,4,4,12,0
"ENSG00000174276.7",5,6,6,6,5,3,5,0,10,11,2,0,0,2,4
"ENSG00000174282.12",19,22,13,4,20,10,12,32,18,32,28,20,1,12,14
"ENSG00000174306.23",22,8,0,0,0,1,1,0,10,0,6,1,0,1,0
"ENSG00000174307.7",5,8,1,12,7,14,4,12,17,17,10,12,0,7,9
"ENSG00000174326.16",8,0,12,8,1,16,1,0,0,1,0,1,0,7,0
"ENSG00000174327.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000174370.13",1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
"ENSG00000174371.18",20,1,0,7,1,1,1,8,1,15,3,0,0,8,14
"ENSG00000174373.17",1,0,1,0,1,0,0,15,1,0,0,0,0,0,0
"ENSG00000174384.9",0,1,0,1,0,4,0,4,5,7,4,4,0,2,3
"ENSG00000174405.16",0,0,0,1,1,4,0,0,38,4,1,13,4,18,1
"ENSG00000174428.20",8,2,7,2,7,2,2,16,8,10,24,4,1,4,4
"ENSG00000174437.19",73,93,26,127,121,104,49,70,144,67,99,84,13,66,18
"ENSG00000174442.13",44,24,18,45,23,47,27,26,37,48,21,18,5,10,24
"ENSG00000174444.16",5627,3709,2517,5914,4645,5428,3410,4301,6531,7251,5977,5695,909,5363,3327
"ENSG00000174446.13",18,26,13,80,39,115,37,154,138,179,141,103,32,168,78
"ENSG00000174448.9",1,0,0,8,0,8,0,4,1,8,4,1,0,1,0
"ENSG00000174456.16",4,2,5,22,10,14,4,9,14,11,14,10,2,15,5
"ENSG00000174460.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174469.23",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174482.11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000174483.21",7,18,7,12,17,17,36,23,24,18,42,17,1,44,30
"ENSG00000174485.17",11,7,2,5,5,4,2,5,11,4,1,5,1,3,3
"ENSG00000174501.15",0,3,5,4,2,1,2,5,1,16,0,12,0,1,6
"ENSG00000174502.19",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000174514.14",0,1,0,0,0,0,0,2,0,0,3,0,0,0,0
"ENSG00000174516.16",0,10,0,0,0,0,0,1,25,0,10,0,0,0,0
"ENSG00000174529.7",1,0,0,0,0,2,2,1,3,0,0,0,0,1,0
"ENSG00000174547.14",126,104,106,289,194,505,170,379,470,482,392,391,70,347,324
"ENSG00000174567.8",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000174572.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174574.17",8,7,5,16,11,12,13,10,2,12,22,7,3,27,6
"ENSG00000174579.5",9,0,0,1,4,2,3,4,0,4,12,2,0,3,0
"ENSG00000174599.5",0,1,0,0,1,0,0,2,0,3,0,0,0,1,0
"ENSG00000174600.14",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000174606.15",0,8,1,10,0,2,0,1,4,4,4,0,6,2,2
"ENSG00000174607.11",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000174628.18",0,1,0,0,0,40,0,21,15,16,29,4,8,4,12
"ENSG00000174640.16",2,1,1,0,0,0,0,0,0,1,0,2,0,1,0
"ENSG00000174652.20",12,1,0,1,18,0,0,3,0,1,1,0,0,19,0
"ENSG00000174669.13",1,1,0,1,1,1,0,0,0,0,0,1,0,0,1
"ENSG00000174680.10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174684.8",9,2,0,8,7,9,8,4,12,15,12,15,1,3,7
"ENSG00000174695.10",51,85,65,373,147,530,106,388,473,451,497,429,67,481,413
"ENSG00000174705.14",18,24,9,23,28,13,9,7,21,1,3,7,0,7,9
"ENSG00000174718.13",12,20,21,40,37,42,49,57,33,41,29,31,26,35,35
"ENSG00000174720.19",56,16,25,33,15,72,8,0,76,88,48,9,0,54,16
"ENSG00000174721.10",0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
"ENSG00000174738.15",1,2,1,2,1,1,0,0,1,7,3,2,0,0,1
"ENSG00000174740.8",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174744.15",81,34,59,130,134,49,24,76,148,123,113,68,22,76,57
"ENSG00000174748.23",3650,5766,5016,25223,11245,46442,6792,34081,40636,43864,43467,38141,8947,45208,35510
"ENSG00000174749.6",24,30,34,41,34,24,31,25,25,20,26,6,2,16,7
"ENSG00000174775.18",31,48,49,44,57,69,31,32,65,90,38,36,2,56,45
"ENSG00000174780.18",46,52,43,48,45,63,23,56,106,77,65,27,9,47,48
"ENSG00000174791.12",3,6,1,12,9,1,12,0,6,6,4,1,0,2,0
"ENSG00000174796.13",6,12,4,1,22,5,4,14,1,0,1,5,1,3,5
"ENSG00000174799.12",0,1,1,12,2,6,0,0,1,0,3,6,1,0,0
"ENSG00000174804.4",12,10,7,21,8,18,11,16,31,33,17,14,2,12,11
"ENSG00000174807.4",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000174839.13",2,4,0,2,3,2,3,3,0,4,1,0,0,2,0
"ENSG00000174840.10",0,0,3,4,4,7,2,10,5,5,10,14,1,5,12
"ENSG00000174840.9",6,8,2,10,0,7,7,5,7,8,0,5,0,2,1
"ENSG00000174842.18",1,6,4,2,6,1,10,1,6,16,11,9,1,1,1
"ENSG00000174844.15",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000174851.17",59,49,22,85,55,69,35,131,114,150,93,91,35,96,65
"ENSG00000174886.14",1423,1647,1338,5403,3097,8039,2209,6076,8234,9009,7739,7406,1398,7836,5764
"ENSG00000174891.15",39,21,19,42,15,68,78,66,26,21,108,70,5,62,35
"ENSG00000174903.17",18,24,20,61,42,83,35,77,113,99,74,55,21,63,71
"ENSG00000174915.13",11,14,7,18,19,6,6,3,43,3,8,10,1,17,2
"ENSG00000174917.10",51,31,52,34,92,88,64,131,270,238,112,74,2,38,64
"ENSG00000174928.17",18,13,13,30,39,18,15,16,17,13,10,1,1,5,7
"ENSG00000174938.16",0,1,1,1,0,1,8,25,10,1,16,0,0,27,0
"ENSG00000174939.12",0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
"ENSG00000174943.12",0,1,0,6,6,12,1,1,7,11,6,1,1,10,0
"ENSG00000174945.15",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000174951.13",0,1,0,1,1,0,2,0,2,0,0,1,0,1,0
"ENSG00000174953.15",19,0,2,0,10,7,0,5,8,14,8,0,0,20,5
"ENSG00000174977.8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000174990.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174992.8",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000174996.13",37,0,0,1,28,28,1,0,21,43,19,11,10,23,26
"ENSG00000175029.18",81,35,27,104,50,69,56,60,80,57,61,22,7,26,43
"ENSG00000175040.6",5,0,1,4,2,1,5,0,2,0,2,0,0,0,0
"ENSG00000175048.18",40,19,0,1,28,16,32,8,12,32,8,16,0,24,24
"ENSG00000175054.17",6,4,25,2,1,16,5,4,26,10,32,1,20,1,1
"ENSG00000175063.18",130,47,55,270,111,431,110,203,260,255,223,213,37,189,140
"ENSG00000175066.16",0,2,1,6,5,0,0,0,5,0,3,1,0,1,0
"ENSG00000175073.8",2,1,4,3,1,2,1,1,8,7,2,1,2,3,0
"ENSG00000175077.6",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175087.11",1,8,1,0,24,1,1,8,9,12,1,0,0,1,0
"ENSG00000175104.16",5,0,3,1,4,3,2,4,10,8,3,0,0,4,4
"ENSG00000175105.9",1,4,2,1,2,2,2,0,4,5,1,10,0,5,2
"ENSG00000175106.17",8,32,9,35,12,32,20,26,40,78,76,28,1,24,68
"ENSG00000175110.15",44,42,34,131,92,254,100,226,231,296,175,174,90,279,186
"ENSG00000175115.13",11,10,1,30,25,20,33,0,20,35,40,10,1,12,0
"ENSG00000175130.8",24,25,18,57,25,70,33,46,54,76,42,72,8,52,21
"ENSG00000175137.12",0,0,0,8,6,1,11,1,9,18,13,9,1,9,0
"ENSG00000175155.11",4,5,2,4,16,10,3,17,10,11,11,12,1,16,7
"ENSG00000175166.18",182,153,103,289,222,192,178,110,252,242,205,144,24,179,141
"ENSG00000175170.17",2,1,1,2,1,0,0,0,2,8,1,1,0,2,0
"ENSG00000175182.16",35,25,30,22,50,4,16,1,1,28,35,0,0,15,15
"ENSG00000175183.11",8,8,0,15,2,32,7,8,11,47,5,8,3,14,6
"ENSG00000175193.15",1,40,27,63,47,63,60,56,47,83,44,69,16,36,35
"ENSG00000175197.13",20,5,11,12,43,122,0,56,58,64,31,69,26,81,36
"ENSG00000175198.18",1,1,17,0,8,33,0,34,33,1,2,0,4,24,12
"ENSG00000175202.7",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000175203.18",192,117,145,240,145,184,127,133,257,327,195,150,24,175,148
"ENSG00000175213.3",1,1,0,1,0,2,1,0,0,2,3,1,0,2,0
"ENSG00000175215.11",46,43,21,72,44,40,35,56,57,59,34,26,9,27,29
"ENSG00000175216.16",36,15,16,33,21,56,10,17,50,35,37,6,0,39,4
"ENSG00000175220.13",8,5,7,13,4,7,14,13,10,13,9,9,3,8,5
"ENSG00000175221.17",34,28,1,49,28,17,15,15,22,34,4,9,1,14,5
"ENSG00000175224.18",41,59,20,62,53,45,56,26,114,68,72,41,8,31,41
"ENSG00000175264.9",10,4,4,8,12,1,6,5,11,13,9,16,3,28,10
"ENSG00000175265.19",0,1,0,0,0,0,0,1,0,2,6,0,0,0,0
"ENSG00000175267.15",0,1,0,3,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000175274.20",42,58,13,65,60,113,74,61,72,74,46,65,1,42,46
"ENSG00000175279.22",12,18,12,41,25,59,3,27,30,67,31,20,14,34,41
"ENSG00000175283.8",12,10,5,2,7,10,9,12,35,23,10,8,0,5,9
"ENSG00000175287.20",5,19,2,15,11,12,39,18,47,19,12,16,1,12,6
"ENSG00000175294.6",4,0,0,2,0,2,0,0,3,7,1,5,0,5,3
"ENSG00000175305.19",2,3,0,5,2,2,2,1,8,6,5,0,2,13,1
"ENSG00000175309.17",21,1,0,14,10,1,20,20,3,34,23,19,0,15,22
"ENSG00000175315.3",0,0,0,1,0,1,0,0,0,2,0,0,0,0,0
"ENSG00000175324.11",17,33,31,131,35,201,23,188,266,222,263,160,52,245,199
"ENSG00000175329.13",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000175334.9",223,225,137,906,400,1384,292,938,1134,1266,1063,1099,268,1067,859
"ENSG00000175344.19",1,1,5,0,0,0,8,0,8,0,1,1,0,4,1
"ENSG00000175348.12",19,27,12,28,22,28,13,25,33,43,14,14,1,14,10
"ENSG00000175352.12",6,8,1,0,0,0,1,0,9,6,9,1,0,0,0
"ENSG00000175354.21",1,20,12,26,32,17,19,5,35,14,36,10,1,6,2
"ENSG00000175356.15",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000175376.10",17,33,18,51,27,59,16,25,30,21,24,21,3,43,53
"ENSG00000175387.17",34,27,21,85,43,13,32,5,62,44,20,9,9,56,52
"ENSG00000175390.16",708,348,186,426,324,513,306,573,612,741,420,393,90,594,432
"ENSG00000175395.16",1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"ENSG00000175414.8",0,2,3,2,0,2,3,2,3,0,0,3,0,2,0
"ENSG00000175416.17",26,37,10,82,87,50,43,52,112,108,58,60,4,55,66
"ENSG00000175426.12",0,0,0,0,1,9,1,0,0,1,9,0,1,0,0
"ENSG00000175445.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000175449.16",0,0,0,0,0,0,0,1,10,1,7,9,0,0,0
"ENSG00000175455.17",11,10,1,42,36,18,12,1,18,12,12,1,9,3,12
"ENSG00000175467.16",29,28,17,39,33,28,27,22,30,61,24,35,5,18,15
"ENSG00000175470.21",37,30,24,42,59,36,36,36,66,51,36,18,12,36,18
"ENSG00000175471.20",38,14,15,18,18,15,20,62,118,100,66,25,2,47,40
"ENSG00000175482.10",65,28,43,77,58,128,76,119,182,186,148,131,20,100,110
"ENSG00000175536.7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000175538.12",0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
"ENSG00000175544.14",1,1,1,0,0,0,0,0,1,0,1,1,0,1,1
"ENSG00000175548.9",0,1,1,2,4,6,0,6,1,9,0,3,0,5,9
"ENSG00000175550.8",125,65,51,121,70,128,79,112,153,269,186,94,21,90,94
"ENSG00000175556.19",0,0,0,0,0,1,1,0,0,12,0,18,0,1,0
"ENSG00000175573.7",54,27,9,29,24,30,17,29,53,42,27,15,9,48,23
"ENSG00000175575.14",36,5,7,28,3,12,2,15,19,20,36,23,0,16,13
"ENSG00000175581.15",44,68,31,125,80,343,43,160,239,238,202,163,47,159,151
"ENSG00000175582.21",46,24,18,50,36,20,43,18,48,76,45,16,6,18,10
"ENSG00000175591.12",3,0,1,6,1,1,4,10,0,9,18,1,0,6,9
"ENSG00000175592.10",22,12,10,50,25,12,4,16,30,30,14,23,6,7,21
"ENSG00000175595.16",16,1,0,5,50,18,12,0,15,14,22,1,0,1,15
"ENSG00000175600.17",1,0,0,9,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000175602.4",25,16,11,20,32,13,21,16,39,57,35,29,3,35,16
"ENSG00000175606.11",28,20,16,55,36,15,8,14,31,13,35,12,1,12,18
"ENSG00000175619.3",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000175634.16",42,24,12,23,36,11,15,8,19,38,21,20,1,36,9
"ENSG00000175643.10",6,21,18,18,9,6,27,0,9,6,18,12,0,9,9
"ENSG00000175662.20",0,0,10,12,9,4,6,6,58,12,11,15,0,6,11
"ENSG00000175691.10",0,0,0,4,0,1,2,3,4,2,1,2,0,1,1
"ENSG00000175697.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175701.11",456,636,468,2148,1228,2688,906,2204,3320,3702,3253,2949,408,2920,2226
"ENSG00000175711.10",1,1,1,4,4,27,0,3,0,0,3,1,0,2,9
"ENSG00000175727.16",9,6,6,27,14,16,12,9,13,11,12,2,1,13,3
"ENSG00000175741.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ENSG00000175745.15",25,8,12,17,10,13,14,22,49,35,28,37,9,45,13
"ENSG00000175756.15",114,106,99,214,155,153,112,182,325,186,159,165,42,221,200
"ENSG00000175764.18",3,0,0,0,1,1,1,1,0,0,5,1,0,0,0
"ENSG00000175772.11",6,0,0,10,0,0,0,1,4,1,1,0,0,1,2
"ENSG00000175773.16",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000175779.6",0,1,0,5,1,1,2,0,3,2,2,5,0,1,0
"ENSG00000175782.12",9,5,0,12,1,0,6,1,8,2,8,4,0,4,1
"ENSG00000175785.13",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175787.19",0,0,0,0,1,1,0,0,4,0,8,0,0,0,2
"ENSG00000175792.13",28,23,17,31,19,39,30,31,32,50,34,21,5,44,10
"ENSG00000175793.12",0,2,0,1,0,0,0,1,1,0,0,0,0,2,0
"ENSG00000175806.15",16,19,22,11,16,16,11,11,62,35,24,8,0,19,18
"ENSG00000175820.4",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"ENSG00000175832.14",27,27,15,21,30,31,12,13,1,30,6,12,0,9,21
"ENSG00000175854.15",61,50,49,162,104,204,35,232,324,335,277,280,77,276,270
"ENSG00000175857.9",0,1,0,0,0,0,10,1,0,0,0,0,0,0,0
"ENSG00000175866.17",22,11,10,55,30,8,1,24,3,1,33,1,0,1,10
