"Gene","HUVEC_low1","HUVEC_low2","HUVEC_low3","HUVEC_high1","HUVEC_high2","HUVEC_high3","HUVEC_high4","HUAEC_low1","HUAEC_low2","HUAEC_low3","HUAEC_low4","HUAEC_high1","HUAEC_high2","HUAEC_high3","HUAEC_high4"
"ENSG00000175879.9",6,10,9,12,30,34,7,13,6,12,8,4,0,24,0
"ENSG00000175886.10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175893.14",3,9,5,6,14,1,5,7,15,10,17,12,0,10,6
"ENSG00000175895.6",28,37,42,56,104,62,42,96,110,92,123,128,17,69,107
"ENSG00000175899.16",1,0,6,3,0,13,0,0,0,0,1,4,0,0,1
"ENSG00000175906.6",2,0,1,0,3,4,0,1,1,2,0,0,0,2,2
"ENSG00000175920.18",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000175928.7",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000175931.14",8,9,3,14,6,9,1,6,4,6,9,0,0,2,0
"ENSG00000175938.7",24,26,19,23,34,26,10,25,17,32,30,18,0,41,25
"ENSG00000175967.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000175970.13",8,1,0,7,8,1,3,0,10,5,1,13,0,13,7
"ENSG00000175984.16",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000176014.14",174,101,76,221,258,292,194,190,280,261,286,159,38,184,170
"ENSG00000176018.14",14,5,0,6,8,18,14,16,17,20,8,30,3,14,6
"ENSG00000176022.7",8,7,2,4,9,9,8,13,20,18,11,10,2,16,6
"ENSG00000176024.19",0,0,0,6,0,6,0,0,12,0,0,0,0,0,0
"ENSG00000176049.16",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ENSG00000176054.6",0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
"ENSG00000176055.10",0,0,0,1,0,1,0,0,1,7,1,1,0,3,0
"ENSG00000176058.14",47,19,1,15,21,24,22,7,31,11,35,2,4,22,19
"ENSG00000176087.17",37,22,12,35,21,44,21,33,54,25,27,40,6,55,18
"ENSG00000176092.17",0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000176095.13",21,15,9,23,38,21,24,15,21,27,27,15,12,21,26
"ENSG00000176101.13",95,96,104,118,201,253,98,223,390,402,259,264,47,268,204
"ENSG00000176102.14",22,10,4,76,28,120,22,78,71,99,83,111,24,117,89
"ENSG00000176105.15",39,27,12,42,61,27,25,33,42,39,48,53,10,42,9
"ENSG00000176108.9",8,12,5,20,20,14,8,6,15,16,16,13,2,10,1
"ENSG00000176115.9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176124.16",0,13,2,12,6,33,14,21,31,23,24,41,3,23,16
"ENSG00000176125.7",0,0,0,0,8,0,0,0,0,0,4,0,0,0,0
"ENSG00000176134.6",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176142.14",15,15,0,12,9,4,1,29,19,25,6,2,1,1,12
"ENSG00000176148.17",0,0,0,0,12,7,0,0,1,1,0,1,0,0,0
"ENSG00000176155.22",12,1,5,1,0,6,0,3,8,13,5,16,0,4,8
"ENSG00000176170.15",170,78,54,168,147,81,99,21,36,40,30,18,0,45,50
"ENSG00000176171.13",34,28,25,80,48,96,36,103,186,162,150,81,19,95,124
"ENSG00000176182.7",1,1,0,6,0,3,2,5,0,2,2,3,2,0,0
"ENSG00000176204.14",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176208.10",2,1,0,3,4,1,1,0,1,0,1,1,0,0,1
"ENSG00000176209.13",26,1,0,12,0,20,22,12,21,24,17,4,7,27,5
"ENSG00000176222.10",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000176225.16",3,6,4,17,5,13,8,3,6,29,0,1,1,2,1
"ENSG00000176230.7",1,0,2,0,0,0,4,0,0,0,0,0,0,0,0
"ENSG00000176236.6",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000176244.7",0,2,2,9,0,8,2,0,1,4,3,0,1,1,0
"ENSG00000176248.10",1,0,0,5,0,6,0,0,0,0,1,13,0,1,0
"ENSG00000176261.17",246,319,223,981,547,1228,452,827,1144,1415,1185,1105,180,1122,768
"ENSG00000176273.16",1,0,0,0,1,0,0,0,0,0,0,0,0,4,0
"ENSG00000176293.21",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000176299.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176358.16",0,0,0,0,0,0,0,0,5,8,1,7,4,17,11
"ENSG00000176371.14",2,5,4,4,14,11,1,11,5,1,6,4,0,8,2
"ENSG00000176386.10",22,23,19,143,60,256,40,183,207,231,230,233,44,222,207
"ENSG00000176387.7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000176390.13",1,1,2,5,2,2,1,3,6,5,3,4,0,3,2
"ENSG00000176393.12",48,24,18,27,42,36,35,20,80,78,31,21,0,63,30
"ENSG00000176396.11",5,8,3,16,5,7,9,3,17,5,6,8,2,8,8
"ENSG00000176399.4",0,0,0,2,1,0,2,0,0,0,0,0,0,0,0
"ENSG00000176401.6",5,2,0,8,9,10,3,6,6,19,14,11,1,10,9
"ENSG00000176402.6",0,0,0,0,0,0,0,2,2,2,2,2,0,0,0
"ENSG00000176407.19",15,8,9,8,16,10,7,13,15,15,14,17,0,7,7
"ENSG00000176410.8",9,5,1,5,6,2,1,2,5,3,4,12,1,5,2
"ENSG00000176422.14",5,6,4,13,11,21,0,11,18,23,11,11,10,23,16
"ENSG00000176428.6",0,0,0,0,0,0,1,0,6,0,0,1,0,0,4
"ENSG00000176435.7",166,114,61,78,103,65,84,138,179,210,145,127,28,133,92
"ENSG00000176438.14",4,10,0,7,4,10,1,4,1,10,4,0,0,9,4
"ENSG00000176444.19",3,0,1,12,10,15,0,3,0,3,15,0,4,7,5
"ENSG00000176454.15",9,4,0,12,4,1,1,10,4,2,10,7,1,6,0
"ENSG00000176463.14",0,0,0,2,1,1,0,0,8,0,0,1,0,0,0
"ENSG00000176472.12",0,1,2,0,0,0,0,0,0,0,1,0,0,1,3
"ENSG00000176473.15",30,43,29,40,49,53,27,66,75,100,71,83,11,109,93
"ENSG00000176476.10",10,29,0,0,12,10,0,12,9,16,14,2,0,3,7
"ENSG00000176485.15",66,30,28,97,76,131,41,105,161,178,158,161,20,135,110
"ENSG00000176495.3",0,0,2,0,2,0,4,0,0,0,0,0,0,0,0
"ENSG00000176531.13",0,0,1,0,0,8,0,0,1,6,0,0,0,0,1
"ENSG00000176532.4",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"ENSG00000176533.14",3,0,0,1,2,0,0,0,0,1,0,0,0,1,0
"ENSG00000176542.10",1,4,0,0,6,1,1,4,0,0,4,0,0,0,0
"ENSG00000176563.10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176566.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176593.9",1,0,1,4,13,0,3,5,0,0,1,0,1,8,0
"ENSG00000176597.13",4,6,1,4,12,6,10,12,10,6,9,9,0,11,14
"ENSG00000176601.14",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000176619.14",42,26,13,44,30,21,28,20,34,29,27,23,0,26,18
"ENSG00000176623.13",13,5,1,41,25,44,6,48,48,52,69,19,12,53,22
"ENSG00000176624.12",4,8,1,5,4,1,10,1,3,1,4,4,1,2,3
"ENSG00000176641.12",5,1,1,1,1,4,0,0,1,2,2,0,0,2,0
"ENSG00000176658.18",40,24,34,28,20,56,51,12,32,18,21,27,5,18,4
"ENSG00000176678.7",0,0,0,0,1,0,1,0,8,1,1,1,0,4,10
"ENSG00000176681.15",3,1,0,0,1,0,2,0,1,0,1,0,0,1,0
"ENSG00000176692.8",19,5,14,17,4,4,8,2,12,21,3,9,0,10,4
"ENSG00000176695.8",4,3,4,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000176697.21",0,0,0,0,0,0,9,1,0,1,0,0,0,0,1
"ENSG00000176714.11",0,3,1,2,0,3,0,0,1,1,1,1,0,4,0
"ENSG00000176715.18",10,8,9,21,39,35,11,23,23,35,38,29,1,2,4
"ENSG00000176720.7",11,12,8,7,6,14,19,5,14,15,9,2,2,8,4
"ENSG00000176731.13",1019,1212,1002,3630,2334,4388,1857,3280,4269,4251,4149,4184,691,4142,3103
"ENSG00000176732.8",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000176748.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000176749.9",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000176761.7",0,0,0,3,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000176771.18",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000176783.15",18,15,3,18,1,14,20,11,25,23,19,21,1,25,27
"ENSG00000176788.10",94,32,48,97,103,54,51,68,121,144,105,82,12,79,51
"ENSG00000176798.3",0,3,0,4,3,0,0,0,0,0,0,0,0,0,0
"ENSG00000176809.11",0,0,0,0,0,1,1,0,0,1,0,0,0,12,0
"ENSG00000176842.16",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176845.13",8,16,1,3,14,13,9,2,1,10,0,0,0,6,1
"ENSG00000176853.17",28,3,3,11,31,6,14,4,8,4,1,2,0,3,1
"ENSG00000176871.10",42,10,3,26,14,18,17,23,31,44,40,9,0,9,20
"ENSG00000176890.17",188,132,112,182,143,182,128,88,166,141,99,100,8,127,136
"ENSG00000176894.11",46,22,7,35,20,68,15,53,53,77,84,41,10,74,70
"ENSG00000176896.10",0,0,0,0,0,0,1,0,0,1,17,0,0,0,1
"ENSG00000176903.5",7,11,7,7,10,15,11,12,20,18,22,9,1,4,8
"ENSG00000176907.5",19,4,10,32,32,18,16,20,18,16,7,14,1,23,7
"ENSG00000176909.13",6,1,1,1,1,9,1,9,19,1,9,9,1,15,6
"ENSG00000176915.15",12,28,21,16,23,27,24,14,25,29,22,34,1,1,17
"ENSG00000176927.16",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000176946.14",11,6,15,38,19,36,15,23,55,66,39,38,5,39,29
"ENSG00000176953.14",30,6,9,24,6,18,15,6,1,6,6,23,1,15,1
"ENSG00000176974.22",20,4,12,11,7,26,20,25,13,16,13,6,1,18,7
"ENSG00000176978.17",102,55,32,60,27,79,89,93,185,289,120,90,11,147,115
"ENSG00000176986.17",66,49,10,41,99,50,63,57,89,72,99,35,6,75,24
"ENSG00000176994.11",3,3,1,0,8,4,1,1,5,10,0,0,0,6,1
"ENSG00000177000.14",1,30,0,8,12,40,8,8,58,46,48,29,1,0,0
"ENSG00000177030.20",42,8,11,14,2,12,33,15,55,24,38,50,2,28,21
"ENSG00000177034.18",0,6,1,2,0,1,0,2,0,0,4,0,0,1,0
"ENSG00000177042.17",9,1,9,38,6,17,0,15,24,14,19,25,0,3,5
"ENSG00000177045.11",2,4,0,3,3,5,6,0,14,6,0,5,0,6,4
"ENSG00000177051.7",4,11,2,8,1,8,6,3,9,13,6,4,0,5,4
"ENSG00000177054.15",28,18,21,33,12,10,12,15,33,39,27,28,1,37,10
"ENSG00000177058.13",3,2,3,46,3,19,3,4,0,27,1,31,1,32,0
"ENSG00000177076.6",0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"ENSG00000177082.13",11,0,4,30,25,17,4,11,8,30,21,9,4,20,13
"ENSG00000177084.20",18,14,10,42,24,30,1,23,30,24,17,1,10,12,10
"ENSG00000177096.10",28,56,22,60,34,66,32,26,28,24,18,35,10,46,20
"ENSG00000177098.9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000177105.11",39,48,12,31,31,66,20,37,53,88,39,51,11,61,43
"ENSG00000177106.18",0,1,7,30,0,0,8,1,0,0,1,0,0,9,0
"ENSG00000177108.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000177119.18",36,23,30,78,10,17,48,28,18,53,30,22,0,31,36
"ENSG00000177125.7",1,1,0,0,4,1,0,0,4,1,2,1,1,0,0
"ENSG00000177144.8",37,36,21,28,25,33,30,14,43,53,18,19,4,32,20
"ENSG00000177150.14",0,5,0,1,6,1,1,9,15,6,0,0,0,15,18
"ENSG00000177156.12",436,338,297,528,237,459,143,505,896,1036,488,379,125,542,364
"ENSG00000177169.10",4,3,7,2,1,3,3,1,2,5,1,4,1,1,4
"ENSG00000177189.15",14,39,20,37,20,24,26,31,21,75,14,38,0,25,6
"ENSG00000177191.3",0,0,1,0,0,1,0,5,0,0,0,1,1,1,1
"ENSG00000177192.15",35,0,0,29,12,94,7,27,46,58,48,28,1,54,40
"ENSG00000177200.18",26,10,6,18,15,24,19,35,14,40,36,36,2,32,42
"ENSG00000177201.3",0,0,3,0,0,0,0,1,0,1,0,0,0,0,0
"ENSG00000177212.4",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177225.17",4,38,26,73,45,122,33,85,110,104,85,63,15,65,75
"ENSG00000177234.7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000177238.15",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000177239.17",46,50,75,75,59,126,14,65,143,114,81,39,1,41,95
"ENSG00000177283.8",5,1,3,4,3,4,1,4,1,0,2,6,1,0,1
"ENSG00000177294.7",4,1,0,0,0,2,0,0,5,0,0,0,0,1,0
"ENSG00000177302.16",17,15,0,3,3,10,3,11,14,16,16,1,0,2,20
"ENSG00000177303.10",1,2,1,3,3,5,3,4,7,0,7,2,0,4,3
"ENSG00000177311.13",25,12,13,46,10,22,13,8,14,30,26,33,1,29,4
"ENSG00000177335.13",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000177337.10",227,225,140,422,219,413,178,313,392,518,339,338,89,488,295
"ENSG00000177350.7",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000177352.11",1,0,2,3,1,0,0,2,0,3,5,2,0,1,0
"ENSG00000177369.12",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177370.5",11,15,7,29,15,39,12,48,45,38,34,44,6,37,31
"ENSG00000177374.14",6,0,21,31,65,18,0,12,0,18,0,6,0,0,0
"ENSG00000177380.14",0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
"ENSG00000177383.5",1,5,0,6,2,2,2,2,3,5,3,1,0,6,0
"ENSG00000177409.13",3,1,0,5,4,0,0,0,8,18,1,1,1,2,7
"ENSG00000177425.12",10,27,11,20,16,18,11,6,21,18,29,3,1,11,10
"ENSG00000177426.23",62,46,42,102,40,38,58,67,40,142,75,55,3,115,32
"ENSG00000177427.13",0,1,1,7,0,12,5,0,2,21,0,1,1,0,7
"ENSG00000177432.8",3,1,1,0,3,2,0,1,5,5,2,2,0,1,1
"ENSG00000177459.12",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000177463.17",4,0,0,10,16,5,2,4,11,4,2,1,0,14,0
"ENSG00000177465.5",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"ENSG00000177469.14",331,208,131,274,244,218,187,196,324,299,225,189,44,188,141
"ENSG00000177479.21",22,25,10,17,43,23,42,8,8,8,21,4,2,31,5
"ENSG00000177485.8",6,8,1,18,6,4,1,8,6,19,6,1,1,0,14
"ENSG00000177542.12",4,6,1,18,10,13,3,6,6,8,0,12,5,6,0
"ENSG00000177548.14",22,0,4,5,1,12,6,10,4,4,17,10,16,4,0
"ENSG00000177556.13",1419,1613,1134,4271,2606,4623,1910,3597,5544,5579,5059,4952,760,4539,3291
"ENSG00000177565.20",80,53,24,144,31,30,64,43,54,89,48,32,1,42,35
"ENSG00000177570.16",6,8,11,1,8,3,5,4,2,1,6,4,0,0,4
"ENSG00000177576.13",7499,8463,7922,38204,18551,61498,12933,49221,61085,65377,63954,58068,12138,65142,49877
"ENSG00000177595.19",2,19,0,11,2,2,0,2,4,11,0,10,2,2,0
"ENSG00000177599.14",0,0,0,1,0,0,12,0,0,0,1,0,0,0,0
"ENSG00000177600.11",10697,11486,8201,29898,18624,37261,14386,28837,43215,46187,37870,39358,6753,36813,28006
"ENSG00000177602.5",0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000177606.9",21,14,14,28,12,20,13,11,27,10,27,11,4,14,8
"ENSG00000177613.9",1,3,5,2,2,6,2,4,6,2,1,2,0,4,2
"ENSG00000177614.11",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177628.16",0,0,1,3,4,5,2,9,3,8,8,9,0,6,3
"ENSG00000177640.17",1,0,0,5,0,1,2,9,1,1,0,1,0,1,2
"ENSG00000177646.21",66,1,83,75,70,100,72,45,132,150,17,80,1,51,30
"ENSG00000177663.15",6,3,3,1,5,1,3,6,4,6,8,6,1,9,7
"ENSG00000177666.18",42,61,12,45,16,48,28,33,39,48,24,51,1,12,6
"ENSG00000177674.17",68,25,52,41,69,112,86,123,144,111,131,76,25,149,87
"ENSG00000177675.10",1,1,1,4,2,10,0,8,1,4,4,5,0,0,0
"ENSG00000177679.16",1,0,0,0,4,0,1,0,0,8,0,0,0,0,0
"ENSG00000177685.18",14,28,10,12,14,1,40,1,26,7,16,0,0,10,21
"ENSG00000177688.7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ENSG00000177692.13",0,0,0,0,6,0,0,0,2,0,0,0,1,0,0
"ENSG00000177694.16",0,0,0,0,0,2,0,0,2,0,1,0,0,1,0
"ENSG00000177697.20",448,478,328,617,647,681,477,751,896,1011,733,550,68,676,415
"ENSG00000177700.7",3019,4251,3148,12015,6845,13606,5339,10909,15967,16583,14757,14420,2253,13229,10201
"ENSG00000177706.9",26,8,0,14,4,18,18,1,4,14,14,8,1,1,4
"ENSG00000177707.12",12,8,1,3,6,6,6,17,4,16,4,4,0,6,6
"ENSG00000177721.5",36,23,44,126,92,143,78,81,129,121,87,87,12,92,66
"ENSG00000177728.17",18,1,6,24,3,20,0,18,13,0,0,11,0,1,5
"ENSG00000177731.16",91,45,58,116,51,63,29,83,132,133,71,56,11,74,59
"ENSG00000177732.9",23,9,7,19,9,14,10,12,28,20,18,17,5,9,8
"ENSG00000177733.8",37,66,34,75,57,50,72,47,56,65,35,34,5,44,34
"ENSG00000177738.7",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177788.7",0,0,0,2,0,1,0,8,1,0,0,0,0,0,1
"ENSG00000177830.19",62,77,33,133,63,116,51,81,122,200,132,86,28,124,113
"ENSG00000177853.16",0,0,16,9,0,8,0,0,2,9,0,1,0,0,12
"ENSG00000177854.9",1,0,0,9,1,6,0,2,1,1,6,3,0,1,0
"ENSG00000177868.13",17,13,9,49,38,85,16,44,74,51,52,39,7,39,43
"ENSG00000177873.15",0,0,0,16,0,1,1,1,9,6,1,0,0,2,1
"ENSG00000177875.5",0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
"ENSG00000177879.18",54,48,48,75,63,114,45,55,95,94,62,53,9,82,57
"ENSG00000177885.16",142,93,78,206,119,383,112,200,379,307,352,250,19,199,204
"ENSG00000177888.8",2,4,1,0,2,4,3,0,0,2,1,0,0,0,0
"ENSG00000177889.11",97,74,45,236,140,370,77,226,237,255,275,214,66,272,221
"ENSG00000177917.12",58,29,25,16,47,38,33,21,77,16,24,48,0,23,2
"ENSG00000177932.7",0,0,5,2,3,0,0,0,0,1,1,0,0,1,0
"ENSG00000177946.8",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000177951.19",17,4,10,10,14,21,27,29,41,20,6,20,0,14,12
"ENSG00000177954.15",20869,22854,19122,52980,38550,64175,30415,54126,73254,80133,72438,73192,11352,68044,51348
"ENSG00000177963.16",120,33,40,75,77,56,67,42,95,74,37,41,1,85,11
"ENSG00000177971.9",62,40,35,91,69,85,38,114,120,161,134,112,16,94,109
"ENSG00000177981.12",12,12,12,8,22,11,4,12,16,12,8,16,1,16,12
"ENSG00000177984.7",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000177990.13",0,0,0,0,0,0,1,1,3,3,0,0,0,0,1
"ENSG00000177993.4",1,0,2,0,0,1,0,0,0,0,2,0,0,0,1
"ENSG00000177994.16",0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
"ENSG00000178026.14",19,1,0,0,0,10,1,15,1,0,10,0,0,1,10
"ENSG00000178028.15",11,19,5,11,29,25,5,17,53,54,41,32,1,43,10
"ENSG00000178031.19",19,4,1,36,13,72,28,21,73,50,43,37,0,12,27
"ENSG00000178033.6",1,3,4,5,9,2,3,2,4,12,4,5,0,5,3
"ENSG00000178035.14",331,169,158,409,331,303,270,347,403,580,325,264,68,370,229
"ENSG00000178038.17",1,0,0,0,0,0,0,0,8,0,0,11,0,1,0
"ENSG00000178053.21",1,1,0,12,1,41,35,0,7,1,8,13,1,16,1
"ENSG00000178057.16",261,271,260,1169,462,1349,268,1171,1657,1700,1732,1491,307,1558,1187
"ENSG00000178075.21",0,24,7,23,1,26,4,16,31,13,13,2,2,29,1
"ENSG00000178078.13",17,0,3,26,10,23,1,0,27,11,1,2,0,12,18
"ENSG00000178082.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000178093.14",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"ENSG00000178096.10",1,1,1,8,35,16,1,4,34,11,13,17,1,14,4
"ENSG00000178104.22",7,8,4,11,7,9,8,23,17,20,14,6,6,19,4
"ENSG00000178105.13",47,46,1,46,26,18,30,77,25,143,60,19,1,60,17
"ENSG00000178149.18",15,8,22,7,7,0,0,1,11,31,10,6,2,13,5
"ENSG00000178150.11",0,0,0,0,0,0,0,1,6,0,0,0,0,2,0
"ENSG00000178163.9",7,13,1,7,7,10,4,3,10,17,7,12,1,7,3
"ENSG00000178171.12",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000178175.13",6,1,1,0,0,4,1,0,6,0,0,0,0,1,0
"ENSG00000178177.18",7,6,0,25,13,7,8,25,33,33,6,24,0,10,2
"ENSG00000178184.16",0,0,0,0,0,0,1,0,0,10,0,0,0,0,0
"ENSG00000178187.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178188.17",30,15,15,32,78,41,12,70,12,36,18,20,7,34,49
"ENSG00000178201.5",6,12,5,1,8,0,0,0,6,0,1,0,0,0,0
"ENSG00000178202.14",13,13,14,4,17,9,11,10,12,21,1,17,1,1,8
"ENSG00000178209.18",157,165,64,131,123,100,59,219,208,315,140,49,0,106,64
"ENSG00000178222.14",1,0,0,1,0,0,1,4,2,0,2,0,1,1,0
"ENSG00000178226.12",0,0,1,0,0,4,0,1,0,0,0,1,0,0,0
"ENSG00000178234.15",4,12,8,10,25,8,1,6,4,8,8,4,1,10,6
"ENSG00000178295.16",10,1,6,9,7,12,6,3,9,9,0,1,1,15,1
"ENSG00000178301.5",0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
"ENSG00000178307.11",39,37,25,144,71,183,38,123,189,173,135,164,26,178,111
"ENSG00000178343.6",2,0,0,0,3,1,1,27,37,34,30,21,1,15,17
"ENSG00000178381.14",18,27,37,77,13,108,13,90,108,109,84,72,15,85,65
"ENSG00000178385.16",0,0,0,0,0,0,1,0,1,6,6,0,0,4,1
"ENSG00000178401.17",2,0,1,2,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000178409.14",1,8,0,0,1,0,0,1,1,0,0,0,0,4,4
"ENSG00000178425.15",2,5,7,8,8,5,10,4,2,14,4,1,0,4,5
"ENSG00000178429.9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000178445.11",12,0,2,1,0,0,15,2,0,14,0,4,0,0,0
"ENSG00000178449.10",389,464,435,1797,950,2258,623,2025,2753,2856,2624,2741,420,2782,2124
"ENSG00000178467.19",45,24,33,31,58,29,21,51,65,74,50,24,8,46,59
"ENSG00000178498.17",0,8,12,18,7,1,20,0,8,12,1,0,0,0,0
"ENSG00000178502.6",3,0,3,0,0,2,0,0,0,0,2,2,0,0,0
"ENSG00000178531.6",5,2,2,6,4,4,5,3,1,2,8,1,0,3,1
"ENSG00000178537.11",16,4,6,0,4,6,1,5,6,8,9,1,0,4,3
"ENSG00000178538.11",0,0,0,0,0,0,0,6,6,0,2,4,0,0,2
"ENSG00000178567.8",3,6,1,3,4,3,0,1,0,3,1,1,0,2,1
"ENSG00000178568.16",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000178573.7",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000178585.16",16,12,5,12,11,7,8,18,7,3,15,23,0,8,8
"ENSG00000178605.14",17,15,8,14,42,30,16,12,25,69,23,21,4,33,18
"ENSG00000178607.17",0,4,2,2,3,1,5,2,8,0,2,1,0,0,3
"ENSG00000178685.15",1,0,12,6,6,0,3,1,6,1,0,4,1,0,6
"ENSG00000178690.4",0,1,4,4,0,0,10,0,1,0,1,0,1,1,0
"ENSG00000178691.13",30,6,9,9,1,18,15,23,17,36,19,6,1,9,6
"ENSG00000178694.10",3,7,3,13,0,6,2,1,10,1,8,3,0,1,3
"ENSG00000178695.6",42,20,21,18,18,21,9,35,32,44,43,20,8,26,11
"ENSG00000178700.10",2,1,1,8,1,2,0,3,7,1,7,1,0,1,14
"ENSG00000178715.8",9,4,1,1,3,4,2,0,0,3,2,1,0,1,0
"ENSG00000178718.7",3,3,0,0,11,7,3,0,9,5,2,3,0,4,3
"ENSG00000178719.18",78,27,24,36,75,39,6,27,78,87,51,47,1,30,30
"ENSG00000178722.16",0,1,11,2,4,0,8,1,3,2,5,0,0,1,0
"ENSG00000178726.7",8,4,2,6,2,4,7,3,12,7,3,1,1,1,8
"ENSG00000178732.6",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178741.13",170,144,92,160,220,378,142,370,517,490,515,318,42,201,358
"ENSG00000178752.16",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000178761.16",8,20,12,66,18,0,15,11,28,12,25,20,0,21,23
"ENSG00000178764.9",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178772.7",0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000178773.15",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"ENSG00000178776.6",2,5,1,1,2,2,1,1,0,5,7,0,0,0,3
"ENSG00000178802.19",49,9,16,44,14,28,7,40,24,28,13,25,1,16,2
"ENSG00000178803.13",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178809.13",10,3,2,5,5,19,9,17,34,34,44,36,1,12,10
"ENSG00000178814.17",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000178821.13",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000178878.14",66,41,64,143,72,132,27,85,117,130,72,61,10,76,88
"ENSG00000178882.15",75,64,54,85,63,66,96,14,82,28,45,20,16,24,42
"ENSG00000178896.10",128,39,23,60,57,30,37,25,97,163,148,88,0,103,36
"ENSG00000178904.20",30,12,1,0,24,12,12,1,1,8,0,0,0,1,2
"ENSG00000178913.9",22,10,9,29,23,19,23,10,20,20,21,13,1,16,17
"ENSG00000178917.19",1,5,7,12,2,10,0,2,9,10,5,0,1,0,1
"ENSG00000178919.9",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000178921.15",24,1,6,21,24,21,12,18,23,27,12,3,0,18,4
"ENSG00000178922.19",160,96,78,258,270,213,181,85,137,266,169,156,31,106,78
